usp_category,usp_class,usp_drug,kegg_id_drug,drug_example,kegg_id_drug_example,nomenclature
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,clorazepate,DG01218,clorazepate dipotassium,D00694,(JP17/USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,clorazepate,DG01218,clorazepate monopotassium,D03562,(USAN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,gabapentin,DG01245,gabapentin,D00332,(JAN/USAN/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,gabapentin,DG01245,gabapentin enacarbil,D09539,(JAN/USAN/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,tiagabine,DG00850,tiagabine,D08588,(INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,tiagabine,DG00850,tiagabine hydrochloride,D02097,(USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,valproate,DG00849,valproic acid,D00399,(USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,valproate,DG00849,divalproex sodium,D00304,(USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,valproate,DG00849,valproate sodium,D00710,(USAN)
Anticonvulsants,Glutamate Reducing Agents,perampanel,DG01901,perampanel,D08964,(USAN)
Anticonvulsants,Glutamate Reducing Agents,perampanel,DG01901,perampanel hydrate,D10780,(JAN)
Anticonvulsants,Sodium Channel Agents,eslicarbazepine,DG00848,eslicarbazepine,D09215,(USAN/INN)
Anticonvulsants,Sodium Channel Agents,eslicarbazepine,DG00848,eslicarbazepine acetate,D09612,(USAN)
Anticonvulsants,Sodium Channel Agents,fosphenytoin,DG00847,fosphenytoin,D07993,(INN)
Anticonvulsants,Sodium Channel Agents,fosphenytoin,DG00847,fosphenytoin sodium,D02096,(USP)
Anticonvulsants,Sodium Channel Agents,fosphenytoin,DG00847,fosphenytoin sodium hydrate,D07595,(JAN)
Anticonvulsants,Sodium Channel Agents,phenytoin,DG00846,phenytoin,D00512,(JP17/USP/INN)
Anticonvulsants,Sodium Channel Agents,phenytoin,DG00846,phenytoin sodium,D02103,(USP)
Antidementia Agents,Cholinesterase Inhibitors,donepezil,DG00983,donepezil,D07869,(INN)
Antidementia Agents,Cholinesterase Inhibitors,donepezil,DG00983,donepezil hydrochloride,D00670,(JP17/USAN)
Antidementia Agents,Cholinesterase Inhibitors,galantamine,DG00985,galantamine,D04292,(USAN/INN)
Antidementia Agents,Cholinesterase Inhibitors,galantamine,DG00985,galantamine hydrobromide,D02173,(JAN/USAN)
Antidementia Agents,Cholinesterase Inhibitors,rivastigmine,DG00984,rivastigmine,D03822,(JAN/USAN/INN)
Antidementia Agents,N-methyl-D-aspartate (NMDA) Receptor Antagonist,memantine,DG00986,memantine,D08174,(INN)
Antidementia Agents,N-methyl-D-aspartate (NMDA) Receptor Antagonist,memantine,DG00986,memantine hydrochloride,D04905,(JAN/USAN)
Antidepressants,Monoamine Oxidase Inhibitors,phenelzine,DG00948,phenelzine,D08349,(BAN)
Antidepressants,Monoamine Oxidase Inhibitors,phenelzine,DG00948,phenelzine sulfate,D00505,(USP)
Antidepressants,Monoamine Oxidase Inhibitors,selegiline,DG00864,selegiline,D03731,(USAN/INN)
Antidepressants,Monoamine Oxidase Inhibitors,selegiline,DG00864,selegiline hydrochloride,D00785,(JAN/USP)
Antidepressants,Monoamine Oxidase Inhibitors,tranylcypromine,DG00949,tranylcypromine,D08625,(INN)
Antidepressants,Monoamine Oxidase Inhibitors,tranylcypromine,DG00949,tranylcypromine sulfate,D00826,(USP XXI)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),citalopram,DG00943,citalopram,D07704,(USP/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),citalopram,DG00943,citalopram hydrobromide,D00822,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),desvenlafaxine,DG00963,desvenlafaxine,D07793,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),desvenlafaxine,DG00963,desvenlafaxine succinate,D02570,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,DG00962,duloxetine,D07880,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,DG00962,duloxetine hydrochloride,D01179,(JAN/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,DG00947,escitalopram,D07913,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,DG00947,escitalopram oxalate,D02567,(JAN/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluoxetine,DG00942,fluoxetine,D00326,(USAN/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluoxetine,DG00942,fluoxetine hydrochloride,D00823,(JAN/USP)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluvoxamine,DG00946,fluvoxamine,D07984,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluvoxamine,DG00946,fluvoxamine maleate,D00824,(JP17/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),levomilnacipran,DG01387,levomilnacipran,D10072,(USAN/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),levomilnacipran,DG01387,levomilnacipran hydrochloride,D10133,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),maprotiline,DG00941,maprotiline,D02566,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),maprotiline,DG00941,maprotiline hydrochloride,D00818,(JP17/USP)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),nefazodone,DG00953,nefazodone,D08257,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),nefazodone,DG00953,nefazodone hydrochloride,D00819,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,DG00944,paroxetine,D02362,(USP/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,DG00944,paroxetine hydrochloride hydrate,D02260,(JP17)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,DG00944,paroxetine hydrochloride,D05374,(USP)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,DG00944,paroxetine mesylate,D05375,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,DG00945,sertraline,D02360,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,DG00945,sertraline hydrochloride,D00825,(JAN/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),trazodone,DG00952,trazodone,D08626,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),trazodone,DG00952,trazodone hydrochloride,D00820,(JAN/USP)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,DG00959,venlafaxine,D08670,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,DG00959,venlafaxine hydrochloride,D00821,(JAN/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vilazodone,DG00964,vilazodone,D09698,(USAN/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vilazodone,DG00964,vilazodone hydrochloride,D09699,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vortioxetine,DG00965,vortioxetine,D10184,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vortioxetine,DG00965,vortioxetine hydrobromide,D10185,(JAN/USAN)
Antidepressants,Tricyclics,amitriptyline,DG00934,amitriptyline,D07448,(INN)
Antidepressants,Tricyclics,amitriptyline,DG00934,amitriptyline hydrochloride,D00809,(JP17/USP)
Antidepressants,Tricyclics,clomipramine,DG00929,clomipramine,D07727,(INN)
Antidepressants,Tricyclics,clomipramine,DG00929,clomipramine hydrochloride,D00811,(JP17/USP)
Antidepressants,Tricyclics,desipramine,DG00927,desipramine,D07791,(INN)
Antidepressants,Tricyclics,desipramine,DG00927,desipramine hydrochloride,D00812,(JAN/USP)
Antidepressants,Tricyclics,doxepin,DG00937,doxepin,D07875,(INN)
Antidepressants,Tricyclics,doxepin,DG00937,doxepin hydrochloride,D00814,(USP)
Antidepressants,Tricyclics,imipramine,DG00928,imipramine,D08070,(INN)
Antidepressants,Tricyclics,imipramine,DG00928,imipramine hydrochloride,D00815,(JP17/USP)
Antidepressants,Tricyclics,imipramine,DG00928,imipramine pamoate,D08071,(USP)
Antidepressants,Tricyclics,nortriptyline,DG00935,nortriptyline,D08288,(INN)
Antidepressants,Tricyclics,nortriptyline,DG00935,nortriptyline hydrochloride,D00816,(JP17/USP/INN)
Antidepressants,Tricyclics,protriptyline,DG00936,protriptyline,D08447,(INN)
Antidepressants,Tricyclics,protriptyline,DG00936,protriptyline hydrochloride,D00484,(USP)
Antidepressants,Tricyclics,trimipramine,DG00931,trimipramine,D00394,(USAN/INN)
Antidepressants,Tricyclics,trimipramine,DG00931,trimipramine maleate,D02408,(JAN/USAN)
Antidepressants,"Antidepressants, Other",bupropion,DG00957,bupropion,D07591,(INN)
Antidepressants,"Antidepressants, Other",bupropion,DG00957,bupropion hydrochloride,D00817,(JAN/USP)
Antidepressants,"Antidepressants, Other",bupropion,DG00957,bupropion hydrobromide,D07938,(USAN)
Antidepressants,"Antidepressants, Other",aripiprazole,DG00906,aripiprazole,D01164,(JAN/USAN/INN)
Antidepressants,"Antidepressants, Other",aripiprazole,DG00906,aripiprazole cavoxil,D10355,(USAN)
Antidepressants,"Antidepressants, Other",aripiprazole,DG00906,aripiprazole lauroxil,D10364,(USAN)
Antidepressants,"Antidepressants, Other",aripiprazole,DG00906,aripiprazole hydrate,D10516,(JAN)
Antidepressants,"Antidepressants, Other",quetiapine,DG00899,quetiapine,D08456,(INN)
Antidepressants,"Antidepressants, Other",quetiapine,DG00899,quetiapine fumarate,D00458,(JP17/USAN)
Antiemetics,Emetogenic Therapy Adjuncts,dolasetron,DG00063,dolasetron,D07867,(INN)
Antiemetics,Emetogenic Therapy Adjuncts,dolasetron,DG00063,dolasetron mesylate,D00725,(USP)
Antiemetics,Emetogenic Therapy Adjuncts,granisetron,DG00061,granisetron,D04370,(JAN/USAN/INN)
Antiemetics,Emetogenic Therapy Adjuncts,granisetron,DG00061,granisetron hydrochloride,D00677,(JAN/USAN)
Antiemetics,Emetogenic Therapy Adjuncts,ondansetron,DG00060,ondansetron,D00456,(JAN/USP/INN)
Antiemetics,Emetogenic Therapy Adjuncts,ondansetron,DG00060,ondansetron hydrochloride hydrate,D00678,(JAN/USP)
Antiemetics,Emetogenic Therapy Adjuncts,palonosetron,DG00064,palonosetron,D07175,(INN)
Antiemetics,Emetogenic Therapy Adjuncts,palonosetron,DG00064,palonosetron hydrochloride,D05343,(JAN/USAN)
Antiemetics,Emetogenic Therapy Adjuncts,aprepitant,DG00066,aprepitant,D02968,(JAN/USAN/INN)
Antiemetics,Emetogenic Therapy Adjuncts,aprepitant,DG00066,fosaprepitant dimeglumine,D06597,(USAN)
Antiemetics,"Antiemetics, Other",chlorpromazine,DG00867,chlorpromazine,D00270,(USP/INN)
Antiemetics,"Antiemetics, Other",chlorpromazine,DG00867,chlorpromazine hydrochloride,D00789,(JP17/USP)
Antiemetics,"Antiemetics, Other",chlorpromazine,DG00867,chlorpromazine hibenzate,D03274,(JAN)
Antiemetics,"Antiemetics, Other",chlorpromazine,DG00867,chlorpromazine phenolphthalinate,D04034,(JAN)
Antiemetics,"Antiemetics, Other",chlorpromazine,DG00867,chlorpromazine tannate,D09819,(JAN)
Antiemetics,"Antiemetics, Other",diphenhydramine,DG00390,diphenhydramine,D00300,(JP17/INN)
Antiemetics,"Antiemetics, Other",diphenhydramine,DG00390,diphenhydramine hydrochloride,D00669,(JP17/USP)
Antiemetics,"Antiemetics, Other",diphenhydramine,DG00390,diphenhydramine salicylate,D02419,(JAN)
Antiemetics,"Antiemetics, Other",diphenhydramine,DG00390,diphenhydramine tannate,D03285,(JP17)
Antiemetics,"Antiemetics, Other",diphenhydramine,DG00390,diphenhydramine laurylsulfate,D03360,(JAN)
Antiemetics,"Antiemetics, Other",diphenhydramine,DG00390,diphenhydramine citrate,D03854,(USP)
Antiemetics,"Antiemetics, Other",hydroxyzine,DG00912,hydroxyzine,D08054,(INN)
Antiemetics,"Antiemetics, Other",hydroxyzine,DG00912,hydroxyzine hydrochloride,D00672,(JP17/USP)
Antiemetics,"Antiemetics, Other",hydroxyzine,DG00912,hydroxyzine pamoate,D01096,(JP17/USP)
Antiemetics,"Antiemetics, Other",meclizine,DG01106,meclozine,D08163,(BAN)
Antiemetics,"Antiemetics, Other",meclizine,DG01106,meclizine hydrochloride,D01317,(JAN/USP)
Antiemetics,"Antiemetics, Other",metoclopramide,DG00055,metoclopramide,D00726,(JP17/INN)
Antiemetics,"Antiemetics, Other",metoclopramide,DG00055,metoclopramide hydrochloride,D02213,(JAN)
Antiemetics,"Antiemetics, Other",metoclopramide,DG00055,metoclopramide hydrochloride,D05008,(USAN)
Antiemetics,"Antiemetics, Other",perphenazine,DG00875,perphenazine,D00503,(JP17/USP/INN)
Antiemetics,"Antiemetics, Other",perphenazine,DG00875,perphenazine maleate,D02037,(JP17)
Antiemetics,"Antiemetics, Other",perphenazine,DG00875,perphenazine fendizoate,D04038,(JAN)
Antiemetics,"Antiemetics, Other",prochlorperazine,DG00876,prochlorperazine,D00493,(JAN/USP/INN)
Antiemetics,"Antiemetics, Other",prochlorperazine,DG00876,prochlorperazine maleate,D00479,(JP17/USP)
Antiemetics,"Antiemetics, Other",prochlorperazine,DG00876,prochlorperazine mesilate,D02022,(JAN)
Antiemetics,"Antiemetics, Other",prochlorperazine,DG00876,prochlorperazine edisylate,D02609,(USP)
Antiemetics,"Antiemetics, Other",promethazine,DG00385,promethazine,D00494,(JAN/INN)
Antiemetics,"Antiemetics, Other",promethazine,DG00385,promethazine hydrochloride,D00480,(JP17/USP)
Antiemetics,"Antiemetics, Other",promethazine,DG00385,promethazine teoclate,D01242,(JAN/INN)
Antiemetics,"Antiemetics, Other",promethazine,DG00385,promethazine methylenedisalicylate,D03290,(JAN)
Antiemetics,"Antiemetics, Other",scopolamine,DG00065,scopolamine,D00138,(INN)
Antiemetics,"Antiemetics, Other",scopolamine,DG00065,scopolamine hydrobromide,D02071,(USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,DG00441,diclofenac,D07816,(USAN/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,DG00441,diclofenac potassium,D00903,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,DG00441,diclofenac sodium,D00904,(JP17/USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,fenoprofen,DG00754,fenoprofen,D02350,(USAN/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,fenoprofen,DG00754,fenoprofen calcium,D00968,(JAN/USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,DG00755,flurbiprofen,D00330,(JP17/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,DG00755,flurbiprofen axetil,D01475,(JAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,DG00755,flurbiprofen sodium,D02290,(USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,DG00755,esflurbiprofen,D10254,(JAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,DG00245,ibuprofen,D00126,(JP17/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,DG00245,ibuprofen piconol,D01122,(JP17/USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,DG00245,ibuprofen aluminum,D04490,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,DG00245,ibuprofen lysine,D06606,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,DG00245,ibuprofen sodium,D09760,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,indomethacin,DG00241,indomethacin,D00141,(USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,indomethacin,DG00241,indomethacin sodium,D02110,(USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketoprofen,DG00753,ketoprofen,D00132,(JP17/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketorolac,DG00751,ketorolac,D08104,(INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketorolac,DG00751,ketorolac tromethamine,D00813,(USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meclofenamate,DG00758,meclofenamic acid,D02341,(USAN/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meclofenamate,DG00758,meclofenamate sodium,D00169,(USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,DG00455,naproxen,D00118,(JP17/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,DG00455,naproxen sodium,D00970,(USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,DG00455,naproxen etemesil,D10017,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,DG00752,piroxicam,D00127,(JP17/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,DG00752,piroxicam betadex,D05511,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,DG00752,piroxicam cinnamate,D05512,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,DG00752,piroxicam olamine,D05513,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,tolmetin,DG00747,tolmetin,D02355,(USAN/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,tolmetin,DG00747,tolmetin sodium,D00158,(JAN/USP)
Antimigraine Agents,Ergot Alkaloids,dihydroergotamine,DG00833,dihydroergotamine,D07837,(INN)
Antimigraine Agents,Ergot Alkaloids,dihydroergotamine,DG00833,dihydroergotamine mesylate,D02211,(USP)
Antimigraine Agents,Ergot Alkaloids,ergotamine,DG00834,ergotamine,D07906,(INN)
Antimigraine Agents,Ergot Alkaloids,ergotamine,DG00834,ergotamine tartrate,D00679,(JP17/USP)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,almotriptan,DG00839,almotriptan,D02824,(USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,almotriptan,DG00839,almotriptan malate,D02825,(USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,eletriptan,DG00840,eletriptan,D07887,(INN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,eletriptan,DG00840,eletriptan hydrobromide,D01973,(JAN/USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,frovatriptan,DG00841,frovatriptan,D07997,(INN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,frovatriptan,DG00841,frovatriptan succinate,D04264,(USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,naratriptan,DG00837,naratriptan,D08255,(INN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,naratriptan,DG00837,naratriptan hydrochloride,D00674,(JAN/USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,DG00838,rizatriptan,D08485,(INN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,DG00838,rizatriptan benzoate,D00675,(JAN/USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,DG00838,rizatriptan sulfate,D05740,(USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,sumatriptan,DG00836,sumatriptan,D00451,(JAN/USP/INN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,sumatriptan,DG00836,sumatriptan succinate,D00676,(JAN/USAN)
Antimigraine Agents,Prophylactic,timolol,DG00306,timolol,D08600,(INN)
Antimigraine Agents,Prophylactic,timolol,DG00306,timolol,D00378,(USAN)
Antimigraine Agents,Prophylactic,timolol,DG00306,timolol maleate,D00603,(JP17/USP)
Antimigraine Agents,Prophylactic,valproate,DG00849,valproic acid,D00399,(USP)
Antimigraine Agents,Prophylactic,valproate,DG00849,divalproex sodium,D00304,(USP)
Antimigraine Agents,Prophylactic,valproate,DG00849,valproate sodium,D00710,(USAN)
Antimyasthenic Agents,Parasympathomimetics,ambenonium,DG00990,ambenonium chloride,D01001,(JP17/INN)
Antimyasthenic Agents,Parasympathomimetics,pyridostigmine,DG00988,pyridostigmine bromide,D00487,(JP17/USP/INN)
Antimycobacterials,Antituberculars,bedaquiline,DG00644,bedaquiline,D09872,(USAN/INN)
Antimycobacterials,Antituberculars,bedaquiline,DG00644,bedaquiline fumarate,D09873,(JAN/USAN)
Antimycobacterials,Antituberculars,capreomycin,DG00641,capreomycin,D07607,(INN)
Antimycobacterials,Antituberculars,capreomycin,DG00641,capreomycin sulfate,D00135,(JAN/USP)
Antimycobacterials,Antituberculars,ethambutol,DG00643,ethambutol,D07925,(INN)
Antimycobacterials,Antituberculars,ethambutol,DG00643,ethambutol hydrochloride,D00878,(JP17/USP)
Antimycobacterials,Antituberculars,isoniazid,DG00642,isoniazid,D00346,(JP17/USP/INN)
Antimycobacterials,Antituberculars,isoniazid,DG00642,isoniazid calcium pyruvinate,D01501,(JAN)
Antimycobacterials,Antituberculars,isoniazid,DG00642,isoniazid sodium methanesulfonate hydrate,D02002,(JAN)
Antimycobacterials,Antituberculars,isoniazid,DG00642,isoniazid glucuronate sodium,D09773,(JAN)
Antimycobacterials,Antituberculars,rifampin,DG00639,rifampin,D00211,(USP)
Antineoplastics,Alkylating Agents,melphalan,DG00676,melphalan,D00369,(JP17/USP/INN)
Antineoplastics,Alkylating Agents,cyclophosphamide,DG00675,cyclophosphamide,D07760,(INN)
Antineoplastics,Alkylating Agents,cyclophosphamide,DG00675,cyclophosphamide,D00287,(USP)
Antineoplastics,Alkylating Agents,procarbazine,DG00706,procarbazine,D08423,(INN)
Antineoplastics,Alkylating Agents,procarbazine,DG00706,procarbazine hydrochloride,D00478,(JP17/USP)
Antineoplastics,Antiangiogenic Agents,lenalidomide,DG00744,lenalidomide,D04687,(USAN/INN)
Antineoplastics,Antiangiogenic Agents,lenalidomide,DG00744,lenalidomide hydrate,D09813,(JAN)
Antineoplastics,Antiestrogens/Modifiers,estramustine,DG00724,estramustine,D04066,(USAN/INN)
Antineoplastics,Antiestrogens/Modifiers,estramustine,DG00724,estramustine phosphate sodium,D02398,(USAN)
Antineoplastics,Antiestrogens/Modifiers,estramustine,DG00724,estramustine phosphate sodium hydrate,D06397,(JAN)
Antineoplastics,Antiestrogens/Modifiers,tamoxifen,DG00734,tamoxifen,D08559,(INN)
Antineoplastics,Antiestrogens/Modifiers,tamoxifen,DG00734,tamoxifen citrate,D00966,(JP17/USP)
Antineoplastics,Antiestrogens/Modifiers,toremifene,DG00735,toremifene,D08620,(INN)
Antineoplastics,Antiestrogens/Modifiers,toremifene,DG00735,toremifene citrate,D00967,(JAN/USAN)
Antineoplastics,Antimetabolites,mercaptopurine,DG00683,mercaptopurine,D04931,(INN)
Antineoplastics,Antimetabolites,mercaptopurine,DG00683,mercaptopurine,D00161,(USP)
Antineoplastics,Antimetabolites,thioguanine,DG00684,tioguanine,D08603,(INN)
Antineoplastics,Antimetabolites,thioguanine,DG00684,thioguanine,D06109,(USP)
Antineoplastics,Enzyme Inhibitors,etoposide,DG00693,etoposide,D00125,(JP17/USP/INN)
Antineoplastics,Enzyme Inhibitors,etoposide,DG00693,etoposide phosphate,D04107,(USAN)
Antineoplastics,Enzyme Inhibitors,topotecan,DG00725,topotecan,D08618,(BAN)
Antineoplastics,Enzyme Inhibitors,topotecan,DG00725,topotecan hydrochloride,D02168,(USAN)
Antineoplastics,Molecular Target Inhibitors,dabrafenib,DG00721,dabrafenib,D10064,(USAN)
Antineoplastics,Molecular Target Inhibitors,dabrafenib,DG00721,dabrafenib mesylate,D10104,(USAN)
Antineoplastics,Molecular Target Inhibitors,trametinib,DG00723,trametinib,D10175,(USAN)
Antineoplastics,Molecular Target Inhibitors,trametinib,DG00723,trametinib dimethyl sulfoxide,D10176,(JAN/USAN)
Antineoplastics,Molecular Target Inhibitors,afatinib,DG00717,afatinib,D09724,(USAN/INN)
Antineoplastics,Molecular Target Inhibitors,afatinib,DG00717,afatinib dimaleate,D09733,(USAN)
Antineoplastics,Molecular Target Inhibitors,erlotinib,DG00711,erlotinib,D07907,(INN)
Antineoplastics,Molecular Target Inhibitors,erlotinib,DG00711,erlotinib hydrochloride,D04023,(JAN/USAN)
Antineoplastics,Molecular Target Inhibitors,ruxolitinib,DG00719,ruxolitinib,D09959,(USAN/INN)
Antineoplastics,Molecular Target Inhibitors,ruxolitinib,DG00719,ruxolitinib phosphate,D09960,(JAN/USAN)
